f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,class
3.1113415855549653,-1.1476651338565664,-1.8731758203367292,-0.5160558471380343,-0.11842887820325133,-1.077087404225269,-0.8408036686196176,-0.8166882480600757,0.9567488007533513,-1.2999469405755788,1.6503521058046093,2.7982581660233485,3.44684746849567,2.28730372883147,1.1838933715119466,-2.2327089829826403,-2.432641735464975,-0.17066291061060232,-2.0850842152372913,-0.576954261791885,0.0
0.10280244663779327,3.0167426049028014,-0.8241749522788149,1.2136849622466095,1.3307392134741882,-1.7287109461602999,0.5215299617459985,2.4622801708847235,2.77037706480268,-1.7136850274973427,1.6115612466665439,-0.04744420052821852,-2.9087244589999495,0.11805975115721683,0.33817995637678755,-0.9744737632497611,1.017304747426783,-1.1797210698694822,-1.2348451096566608,-0.8229473879653116,0.0
0.6856599104169799,-5.90045197603373,-0.24017671782638794,0.8855785204225616,-1.545876397924521,-3.820740209597057,-2.873633216040921,-0.5736207334857913,-0.802682899523271,4.127178093961544,3.526869609362714,1.790767671915883,-0.6948332447570503,-1.4094582929361976,-0.7162060318089762,-1.2909160917383051,-0.22369323492290968,2.232241297151008,-0.18801461368626812,0.1664961015197472,0.0
-2.023210362975304,-0.8223153447159354,-0.5523981789289406,-2.6735479846316954,1.6915661594346174,-2.2913476071190795,-0.5043114701028455,0.3602217198810017,-1.5401682259907772,0.7277102313256587,0.3800691790417434,2.3483932539118424,-2.5418436280800276,-1.2958622732382084,-2.048143854257946,0.8858202640362219,3.180820846370369,1.5360108777443848,1.123932485132916,0.4399643930145028,0.0
-0.7970096619238788,0.39715579874977697,0.8134225970301472,1.806368443490332,-0.5115215278689541,2.4869062209404715,3.3216725372039395,1.098595213007398,2.7628475149575413,-2.4372663661749265,1.8624140186355778,-3.1842650245190405,-0.29048950358642384,-2.2977311973325483,2.6855640515080945,4.304263944056606,4.1832742292665674,1.091857898888306,-3.188379701138265,0.6091641734567832,0.0
-2.3438157847888133,-2.152395214093481,-0.16688111745853243,0.7369679874755599,-1.1615800190133514,-1.3265066141361155,2.762434832105071,-0.520928312821299,-3.076331874963764,2.237007007456896,-0.09763620155528038,-0.46038186285345734,0.5392643701584555,1.0617106239467715,0.7375606449749411,-2.36626768562939,-3.863801417953055,0.5357191602913505,-2.9445319764470823,-0.36784666650540804,0.0
-0.35533384346085367,-1.323293698420048,-2.4348119348182395,3.434761328580441,0.14583762111381873,1.2979132835636713,1.1282419733256477,-1.1908954406425063,-1.205363888677996,1.471101258757875,1.2009125184392946,-0.17071420653017594,-1.559608492089528,-0.2032720782953717,0.42541821069942926,4.867687541305538,-0.5574955028445167,-0.38659186015680136,-1.764883584374437,-1.1129638276846239,0.0
3.302049446671584,-2.0661607638544064,-0.19527623202980546,0.3190964212158298,2.0419496121285183,-0.6818993566591066,-1.1168411079966931,-0.03360934259209511,0.12417914459162172,-5.1220502806542845,0.37626727095418316,1.9548375842977648,-0.5653148894664934,-0.34855457556011304,0.019021037871455745,-0.8486694660070772,4.000876519112736,1.9219883922755923,0.49386388913495355,0.16756271514142454,0.0
0.053959834637429795,-1.9560912333084761,-0.01225282482156374,1.9787265845989943,0.6186321127149059,-1.0824202174208744,0.40404388719142603,-3.8514776630757046,2.204861038678741,-2.430819873971358,2.0442308905579005,4.788927841128139,2.102362695496867,3.1843797956030366,1.885211801788124,2.357827253240732,-1.279579549673927,2.707011257811745,2.438574213668518,-0.15517201625792315,0.0
1.1836999947476339,-0.7466840590292968,-1.3451123678384125,2.1260681071866263,2.834107098385982,1.4018902526980566,-0.706020113277611,-1.6461167839285151,0.4098611429053122,-3.260589287504969,0.4770114235290128,1.7029146910965915,0.2706439878480058,0.899035274389099,2.405753225604021,-0.6176444866931639,3.5611806352918487,2.408604851717455,0.8763820449983954,0.7791011810177255,0.0
