f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,class
2.1694496854405276,-0.5658740872965088,-0.24636932690960817,1.460714143719964,-0.29752443010787494,-2.045108905262555,0.45567931607741213,-0.16438400000556666,-1.2193292313806579,1.7154697098688427,-3.504957796726915,1.0226244082234257,-1.8768481025085326,-2.0614953302278427,2.749618581255596,-2.8972969412010987,1.1709627178304203,-1.3990074101287528,-0.9154320593332216,-1.5324892872164115,0.0
-1.2710505745130731,-1.8573097771810732,0.8974677332208515,-1.1384195036270628,-1.417584335840359,0.27124855278809357,3.1486396994257517,3.500373559963386,3.535250428490256,-2.197870296734939,2.6832361621640546,-1.2007543890802226,0.7075993530450884,2.3436794569079904,1.33868991878194,-4.452940837662038,-2.658489616584377,0.8964964676826194,-1.661025267678961,1.9593645423850714,0.0
1.0821907957842574,-5.02639570922635,0.5603519888327448,2.9835523353739997,-0.9810734405340856,-0.6714030291503633,-0.647515636780221,0.5807088692717681,0.6745764942794066,0.8106519514385571,1.7296964124775698,3.898964099422991,-1.4592606610838523,1.6127084275539982,3.0467394074420384,-1.2575839422933657,-0.7419692022500931,1.4638579130037257,2.9587143446962423,-0.29948804474828955,0.0
0.459378594002661,3.3077065085154422,0.6543936904398286,0.9674384660448473,2.307674670357701,0.8745413033509132,-0.2012899508670372,-1.1718168734912975,-0.5531821632179202,1.2719328100002847,-2.1217548895941998,-2.9976293477398626,-0.30932176069358003,-0.9317411010131853,1.7494110397011642,0.1318380926705414,-1.4475662940375404,-0.4750113347934391,1.2109290918025881,-2.147540234005469,0.0
-1.7905089460809738,1.374690809936407,0.589408026607023,0.18859716243076147,1.8777092469990861,0.5457800125907716,-3.382050477979447,-2.3797194703147158,2.047648226522325,1.2065787704393207,1.5488542664624394,-1.136028914441798,0.9091886451573046,-4.197169820017598,-0.601083510396409,1.079359960795071,-2.0734734222094175,-1.0089523095529565,0.9762567068070871,-2.6160299438797843,0.0
-2.86316157840991,2.768256911645829,-1.1625979481719118,-0.3843077866227098,0.8237869132483128,-3.7022666314016837,-2.017856719737328,-1.6103924826375582,2.090121163150908,1.5474881415781094,0.5241290265870473,-1.5162328106810865,1.8392309755032101,1.7702843019714798,1.3572706804555439,-0.7189114274604828,-2.30455064967419,-0.4668744813864478,-2.341788228781835,-0.2832593535928596,0.0
3.1199453747278065,-2.144350008402648,2.438734160898023,0.35151267420673105,-0.925375255778166,0.2018002501401768,0.7918702771389339,-1.743210238904619,5.014269881838292,2.4074934550055938,-1.109820162296863,-0.7701622735715296,-3.1348565583325203,-0.618904890661393,1.0393567709044755,-5.148969892459778,5.534740157879368,1.2678996770584565,-2.6802310419416195,-2.5336484494722833,0.0
-1.8037622773552775,-0.23559839521618517,1.2572651693364156,-0.3095543328885192,-0.5674883646120766,-0.750702621912026,4.063857291194204,-0.5507400650174207,0.19559349818725405,0.27795585311372223,-0.03417547722698102,1.9283609382931708,-0.5081704361495819,-0.9092874505357964,-2.3897649657692197,3.1815650987587984,3.9692425336157364,1.4529026162511747,1.1706774388742187,-2.983689449341102,0.0
-3.0908234465356945,0.7962945363799058,2.019039946703243,0.8994479301007385,5.36281129635684,-0.361876046081264,0.6918972155139583,-2.006379150202804,2.855346480747893,1.6322659459327369,2.6443211207241943,-1.56768230348905,1.267684066755934,-0.49868039408871745,1.2175632639641183,-4.250740393047725,0.04871554629486251,2.9209448242979263,-0.23399458079333238,-1.4309261520509617,0.0
-2.4619446698165683,-1.9716346362915436,-0.8870516878117577,-1.0784392206530657,0.9659190370470296,2.9340616746403123,1.6894449856352503,3.778295392862495,0.5254672378754561,4.624036462859774,2.49809660910765,0.7528182590578496,1.6688724724210633,2.290095637024607,2.541221315835765,-4.148915582633642,-1.6856495818741797,-1.3415032306993695,3.748606902459191,1.5006145572315486,0.0
