f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,class
-0.490074186734219,-3.4332159400133215,3.3845520242008877,-5.631344815838213,6.906431897321685,2.965476606971968,-1.4230154775272466,-0.6528879401981585,2.567405999626544,-8.156946160426253,2.4982785233877283,-0.051945833043441074,-6.644284012506407,-2.053252690619023,2.4922804336969353,-3.236275927080291,-4.852978123648181,5.374761411022275,-4.224164285386707,-0.7446275066289236,-1.8649638487965894,0.0
0.2554354559122622,-2.0393469304676124,1.0174331067390983,-12.624154877305653,2.5185466703375345,5.251094137030147,-2.728275688065534,1.3315010913181669,-2.1374852521589007,-4.650743956023668,-4.500632092128846,-3.1145931999179535,-2.0510404108840214,-0.14441099440279975,2.477498759378425,3.4552802625524874,1.2646763854319922,-6.29022831593613,-10.300822476844894,-3.2479213236895603,-2.6219576092478194,0.0
5.644948042145498,-1.3477031767895298,2.727273098264584,6.57485608153794,-0.9143138153114188,-3.040834727494046,4.272188977585709,-1.588616466222815,-4.22776241089788,-3.9782908491514615,1.5351882995234503,-0.018092014814381763,-3.0521550133522517,-2.1686049496948994,0.9329454235074375,-0.7253336898172718,0.8463472222689383,-5.887330648833637,-3.751817859946197,-5.844635792327378,1.7596813291917284,0.0
4.5461258431435025,-0.5745588769122754,7.697367797893746,-2.363967541785479,-1.117815669805753,3.115079413093492,-2.7960790852892257,2.6918081478611255,-2.8372678591355793,2.4103276840282044,-6.502007428606911,-0.9355594924507855,0.7103691029948104,-1.686935113640679,-6.915958857780313,-1.8256525903288072,-3.5800013343884376,-6.679539628805977,6.15917060372858,-0.9736433583376749,-4.795694467641813,0.0
-0.8893817178690998,-1.905375936063972,-3.672828592515005,8.869315319514241,3.2677257883810933,0.6464735995310806,-8.497742999845228,-3.99328259371119,-4.7725241618295815,6.078013615968899,-1.4611464271998678,1.2628404162102917,3.762252247124014,-1.7586157003532883,3.8345854677433313,-9.425174773437023,-6.235570895676179,3.688196954926912,-1.3360770558902109,-2.7281994958626696,0.8924049492101152,0.0
1.9166399463699249,-5.097236644572058,0.8995352005727426,-0.4223089570999229,-2.2047702805546754,-1.1008235329718608,-7.821256042885942,5.755684976776356,8.329833409918509,-1.6280427751872015,-2.154701924130911,-8.651688927879754,1.5968742089536272,-3.4325844009976203,-3.6931060928027075,-0.2175271165269081,1.073050968042792,-2.088420392297794,-1.430438834589656,-2.0426651734717094,-7.708021034455005,0.0
3.420310210522955,2.594249958131786,-4.828595305858207,2.31540167325311,3.7936968364682664,6.509221240159806,0.6651224178731457,-1.296338983039,3.5193741448957714,2.189706853010253,4.055226995059196,-9.569069890959462,-6.6885308631300555,2.5793194873906513,-3.4684055435689913,-0.12877631686754887,-3.8210520145208418,2.155056526502123,-5.767390143015782,-3.3301209626132837,-4.976412059131837,0.0
2.237378669453823,0.37759119024953475,0.9026882809437087,0.9758608738394885,-6.517466064685784,-0.9916033824322734,1.6802535003670964,0.9564900867008644,-2.7098425338609484,-0.45173319040854526,0.6946784254362456,5.805282547553423,-2.6003017179571493,2.125300778472821,-2.519968614625009,2.516552786605645,-2.05478724677912,4.784503963914015,1.5441756506987614,5.104958150000943,-0.6247782010160157,0.0
-6.357823480299184,-6.205708637487057,-1.4991351007700098,2.8532208569569546,-5.220722135096452,-7.278563543007183,0.41271660535388316,-6.079232651031622,6.264574615296721,-4.060803716607027,-1.8910837794206317,4.172824801553894,2.9521041224654754,-2.933652090344623,-2.116815099340335,6.180936703861842,3.779315153978895,-2.0200620526057267,0.5700789559843376,1.3829424592644528,-2.887872710857502,0.0
-5.262351317297272,5.20126301280119,-9.649894916510016,1.9075200101571261,6.3612766478073155,3.4268151841930234,1.0748630644974797,1.2389595199788435,3.0407363003884305,4.89453405860976,-3.7989014702994313,7.637608857072454,5.853165705861891,1.7429013901495463,1.519491307305946,2.744839183516344,8.302818674368291,4.196990528988709,4.695731426503276,0.7567868213280394,1.7249245625085452,0.0
